angle, ax, az, gy, dt
-3.6206, 2720, 15056, 769, 0.0040
-3.4788, 2672, 15072, 821, 0.0030
-3.2033, 2568, 15044, 867, 0.0030
-2.9874, 2560, 15088, 930, 0.0040
-2.8130, 2504, 15224, 966, 0.0030
-2.6562, 2472, 15076, 1000, 0.0030
-2.6922, 2496, 15044, 1031, 0.0040
-2.3752, 2308, 15120, 1045, 0.0030
-2.0281, 2296, 14968, 1091, 0.0030
-1.8232, 2192, 15068, 1084, 0.0040
-1.7101, 2256, 15104, 1108, 0.0030
-1.6540, 2176, 15164, 1127, 0.0040
-1.6196, 2244, 15148, 1117, 0.0030
-1.5361, 2120, 15100, 1137, 0.0030
-1.1855, 2064, 15200, 1126, 0.0040
-0.8879, 1980, 15252, 1134, 0.0030
-0.6783, 1944, 15148, 1107, 0.0040
-0.6434, 1948, 15152, 1096, 0.0030
-0.5353, 1912, 15360, 1065, 0.0040
-0.3299, 1852, 15272, 1060, 0.0030
-0.2429, 1848, 15240, 1031, 0.0030
-0.2553, 1840, 15108, 986, 0.0040
-0.1326, 1772, 15160, 957, 0.0030
0.0297, 1740, 15012, 921, 0.0030
0.1479, 1716, 15216, 885, 0.0040
0.0994, 1784, 15172, 830, 0.0030
-0.0022, 1772, 15244, 811, 0.0030
0.0658, 1760, 15272, 779, 0.0040
0.1628, 1720, 15252, 715, 0.0030
0.2639, 1692, 15168, 695, 0.0030
0.3206, 1676, 15136, 612, 0.0030
0.3106, 1700, 15188, 612, 0.0040
0.4305, 1636, 15364, 574, 0.0030
0.2457, 1792, 15140, 509, 0.0030
0.1666, 1676, 15340, 525, 0.0030
0.2401, 1768, 15268, 489, 0.0040
0.0256, 1796, 15376, 436, 0.0030
-0.1240, 1844, 15236, 441, 0.0030
-0.3815, 1916, 15216, 427, 0.0030
-0.5606, 1924, 15100, 437, 0.0040
-0.8633, 2060, 15072, 452, 0.0030
-0.9810, 2004, 15232, 457, 0.0030
-0.9505, 2048, 15100, 447, 0.0040
-1.2702, 2160, 15112, 449, 0.0030
-1.3813, 2124, 15220, 482, 0.0030
-1.2655, 2128, 15324, 476, 0.0040
-1.2800, 2104, 15020, 509, 0.0030
-1.4557, 2172, 14968, 553, 0.0030
-1.5129, 2152, 15136, 534, 0.0040
-1.6129, 2264, 15228, 547, 0.0030
-1.7926, 2268, 15268, 570, 0.0030
-1.6549, 2180, 15156, 586, 0.0040
-1.4163, 2148, 15336, 617, 0.0030
-1.3317, 2124, 15088, 608, 0.0030
-1.0444, 1972, 15180, 599, 0.0040
-0.8486, 2036, 15216, 598, 0.0030
-0.8194, 1968, 15280, 568, 0.0030
-0.7457, 2004, 15268, 604, 0.0040
-0.8585, 2012, 15148, 625, 0.0030
-0.8674, 1988, 15116, 623, 0.0030
-0.7653, 1968, 15228, 579, 0.0040
-0.7950, 2016, 15208, 597, 0.0030
-0.6712, 1892, 15160, 613, 0.0030
-0.2061, 1772, 15256, 631, 0.0040
0.0149, 1772, 15148, 618, 0.0030
-0.0650, 1796, 15104, 622, 0.0030
-0.1611, 1820, 15112, 598, 0.0040
-0.4507, 1960, 15172, 657, 0.0030
-0.6996, 1960, 15168, 645, 0.0030
-0.8042, 2012, 15132, 654, 0.0040
-0.9906, 2044, 15044, 712, 0.0030
-1.0175, 2036, 15208, 718, 0.0030
-1.2107, 2176, 15232, 784, 0.0040
-1.6724, 2280, 15164, 806, 0.0030
-1.9263, 2304, 15172, 868, 0.0030
-2.2044, 2412, 15032, 937, 0.0040
-2.3026, 2324, 14952, 1024, 0.0030
-2.2026, 2360, 15048, 1083, 0.0030
-2.3417, 2420, 15068, 1174, 0.0040
-2.4467, 2420, 15064, 1231, 0.0030
-2.4794, 2464, 15224, 1308, 0.0040
-2.2854, 2336, 15192, 1373, 0.0030
-2.3724, 2500, 15164, 1440, 0.0030
-2.2298, 2264, 15204, 1504, 0.0040
-1.7550, 2252, 15224, 1538, 0.0030
-1.5438, 2148, 15188, 1590, 0.0040
-1.0329, 1972, 15196, 1597, 0.0030
-0.6275, 1936, 15264, 1608, 0.0030
-0.2123, 1760, 15272, 1579, 0.0040
0.4346, 1596, 15356, 1563, 0.0030
1.0965, 1412, 15368, 1558, 0.0040
1.9984, 1104, 15296, 1488, 0.0030
5.7807, -620, 15196, 1083, 0.0030
7.4336, 212, 15024, 688, 0.0040
3.2766, 1568, 14972, 1135, 0.0030
1.8595, 964, 15140, 892, 0.0030
3.4611, 740, 15280, 1012, 0.0030
3.2159, 1112, 15368, 867, 0.0040
3.3173, 680, 15216, 526, 0.0030
2.8216, 1352, 15100, 503, 0.0030
0.4513, 1904, 14852, 792, 0.0030
-0.9174, 2092, 15140, 1093, 0.0030
-0.1057, 1588, 15940, 875, 0.0040
-0.8247, 2592, 15808, 1386, 0.0030
-1.9709, 2152, 15324, 1287, 0.0040
-1.4282, 2108, 14580, 1402, 0.0030
-0.3714, 1432, 13928, 1222, 0.0030
0.4206, 1748, 15000, 1220, 0.0040
0.9870, 1304, 15732, 1262, 0.0030
1.6031, 1508, 15944, 834, 0.0040
1.2388, 1524, 15940, 1015, 0.0030
0.2792, 1948, 15160, 1055, 0.0030
-0.8264, 2032, 15060, 1194, 0.0040
-0.4804, 1712, 14720, 1219, 0.0030
-0.0894, 1796, 14852, 1226, 0.0030
0.6576, 1368, 15188, 1179, 0.0040
1.6323, 1320, 15272, 973, 0.0030
1.8529, 1280, 15596, 911, 0.0030
1.8320, 1364, 15640, 849, 0.0040
1.6109, 1388, 15460, 747, 0.0030
1.2641, 1516, 15268, 748, 0.0030
1.0349, 1468, 15004, 721, 0.0030
1.2268, 1376, 14868, 627, 0.0040
1.3068, 1412, 14872, 527, 0.0030
1.4384, 1336, 15220, 442, 0.0030
1.4132, 1468, 15324, 437, 0.0030
1.1851, 1476, 15392, 533, 0.0040
1.0526, 1556, 15476, 630, 0.0030
1.0383, 1464, 15180, 767, 0.0030
1.2126, 1432, 15156, 847, 0.0030
1.6181, 1240, 15068, 837, 0.0040
2.0185, 1224, 15232, 737, 0.0030
2.0858, 1216, 15248, 607, 0.0030
1.7731, 1400, 15336, 576, 0.0030
1.3946, 1428, 15340, 548, 0.0040
1.0131, 1612, 15388, 641, 0.0030
0.8060, 1528, 15220, 697, 0.0030
0.9551, 1512, 15192, 713, 0.0030
0.9691, 1528, 15288, 646, 0.0040
1.0308, 1476, 15168, 606, 0.0030
1.1567, 1452, 15216, 601, 0.0030
0.9702, 1592, 15312, 652, 0.0040
0.6062, 1644, 15180, 689, 0.0030
0.5043, 1640, 15252, 722, 0.0030
0.5323, 1644, 15316, 757, 0.0030
0.4652, 1672, 15200, 772, 0.0040
0.4467, 1632, 15112, 764, 0.0030
0.4016, 1692, 15172, 800, 0.0030
0.2789, 1700, 15128, 879, 0.0030
0.1099, 1784, 15164, 915, 0.0040
-0.0137, 1776, 15208, 969, 0.0030
0.1315, 1716, 15260, 1013, 0.0030
0.3762, 1656, 15312, 1022, 0.0030
0.6688, 1552, 15180, 1021, 0.0040
0.6353, 1664, 15220, 1012, 0.0030
0.4520, 1660, 15264, 1106, 0.0040
0.4611, 1668, 15296, 1111, 0.0030
0.4388, 1660, 15168, 1179, 0.0030
0.5132, 1616, 15160, 1201, 0.0040
0.5090, 1664, 15180, 1245, 0.0030
0.4274, 1664, 15216, 1258, 0.0030
0.7516, 1500, 15252, 1287, 0.0040
0.9734, 1540, 15164, 1326, 0.0030
0.9200, 1520, 15184, 1349, 0.0030
0.7964, 1632, 15380, 1400, 0.0040
0.9810, 1432, 15296, 1394, 0.0030
1.0868, 1544, 15104, 1429, 0.0030
0.8819, 1540, 15240, 1479, 0.0040
1.0681, 1444, 15092, 1479, 0.0030
1.3263, 1392, 15168, 1467, 0.0030
1.4858, 1372, 15200, 1524, 0.0040
1.5772, 1344, 15172, 1538, 0.0030
1.6703, 1328, 15300, 1500, 0.0030
1.7216, 1328, 15268, 1572, 0.0040
1.6364, 1376, 15320, 1554, 0.0030
1.5453, 1360, 15112, 1564, 0.0030
1.6790, 1288, 15096, 1597, 0.0040
1.7940, 1304, 15168, 1617, 0.0030
1.9465, 1220, 15292, 1623, 0.0030
2.1879, 1192, 15344, 1624, 0.0040
2.3738, 1124, 15344, 1627, 0.0030
2.2791, 1240, 15344, 1611, 0.0030
2.1843, 1180, 15368, 1643, 0.0040
2.5100, 1060, 15276, 1635, 0.0030
2.4552, 1204, 15336, 1640, 0.0030
2.1141, 1244, 15248, 1676, 0.0040
2.2756, 1116, 15320, 1665, 0.0030
2.5564, 1088, 15212, 1670, 0.0030
2.6253, 1080, 15292, 1661, 0.0040
2.7186, 1040, 15236, 1689, 0.0030
2.8766, 1000, 15364, 1666, 0.0040
3.0657, 932, 15120, 1716, 0.0030
2.9960, 1028, 15268, 1662, 0.0030
2.7663, 1068, 15328, 1681, 0.0030
2.9430, 940, 15324, 1671, 0.0040
3.1547, 948, 15232, 1639, 0.0030
3.1071, 960, 15288, 1628, 0.0030
3.5388, 724, 15304, 1623, 0.0040
4.0729, 676, 15336, 1583, 0.0030
4.0695, 720, 15252, 1551, 0.0030
4.2846, 556, 15224, 1491, 0.0030
4.6441, 532, 15304, 1443, 0.0040
4.4748, 644, 15184, 1415, 0.0030
4.4639, 536, 15340, 1363, 0.0030
4.5457, 604, 15284, 1333, 0.0030
4.6229, 492, 15196, 1311, 0.0040
4.6762, 580, 15416, 1257, 0.0030
4.7777, 436, 15220, 1223, 0.0030
5.1372, 384, 15352, 1133, 0.0030
5.3045, 348, 15224, 1068, 0.0040
5.3660, 348, 15264, 965, 0.0030
5.4340, 312, 15360, 936, 0.0030
5.6321, 244, 15424, 809, 0.0030
5.8885, 172, 15240, 741, 0.0030
6.0802, 140, 15336, 650, 0.0040
6.2746, 68, 15308, 594, 0.0030
6.3908, 76, 15372, 489, 0.0030
6.5834, -36, 15308, 419, 0.0030
6.6266, 52, 15420, 326, 0.0030
6.6986, -76, 15360, 211, 0.0030
6.6510, 76, 15364, 104, 0.0030
6.4481, 32, 15464, 39, 0.0030
6.6102, -12, 15124, -101, 0.0030
6.3636, 160, 15188, -202, 0.0040
5.4677, 460, 15112, -227, 0.0030
4.1645, 856, 15252, -222, 0.0030
3.0137, 1092, 15436, -159, 0.0030
2.4923, 1152, 15476, -61, 0.0040
2.1587, 1276, 15456, 90, 0.0030
2.2542, 1088, 15280, 164, 0.0030
2.7834, 980, 15304, 226, 0.0030
3.0022, 960, 15108, 181, 0.0040
3.0748, 916, 14904, 146, 0.0030
2.9295, 1028, 14980, 160, 0.0030
2.4797, 1176, 15220, 217, 0.0030
2.2089, 1204, 15404, 244, 0.0030
2.1486, 1220, 15356, 321, 0.0040
2.2853, 1116, 15200, 393, 0.0030
2.8260, 932, 15408, 392, 0.0030
3.1034, 976, 15324, 396, 0.0030
3.0828, 928, 15156, 371, 0.0040
3.1862, 912, 15188, 341, 0.0030
3.5265, 748, 15180, 348, 0.0030
3.8977, 724, 15388, 330, 0.0030
4.2672, 556, 15300, 315, 0.0030
4.8787, 396, 15444, 238, 0.0030
5.1130, 428, 15228, 185, 0.0040
5.2182, 336, 15340, 85, 0.0030
5.3166, 376, 15296, -30, 0.0030
5.3591, 312, 15320, -49, 0.0030
5.7544, 164, 15256, -104, 0.0030
6.0952, 128, 15212, -179, 0.0030
6.3697, 16, 15364, -280, 0.0040
6.5716, 20, 15480, -369, 0.0030
6.3036, 160, 15404, -450, 0.0030
5.9789, 192, 15320, -611, 0.0030
5.9408, 176, 15288, -691, 0.0040
5.7912, 268, 15132, -724, 0.0030
5.7238, 212, 15224, -824, 0.0030
5.4783, 404, 15404, -865, 0.0030
5.0825, 424, 15384, -936, 0.0040
4.9520, 468, 15228, -999, 0.0030
4.5379, 640, 15188, -1031, 0.0030
4.0854, 708, 15220, -1086, 0.0030
3.8780, 752, 15284, -1104, 0.0040
3.8076, 752, 15356, -1110, 0.0030
3.4002, 976, 15340, -1122, 0.0030
2.9539, 988, 15332, -1100, 0.0040
2.9678, 964, 15268, -1117, 0.0030
2.9024, 1024, 15308, -1113, 0.0030
2.5705, 1132, 15168, -1084, 0.0040
2.3897, 1120, 15288, -1044, 0.0030
2.2990, 1188, 15260, -1023, 0.0040
2.2418, 1144, 15196, -1002, 0.0030
2.3054, 1148, 15180, -1007, 0.0040
2.5114, 1032, 15168, -1047, 0.0030
2.7476, 1032, 15296, -1063, 0.0030
2.6590, 1076, 15164, -1104, 0.0040
2.2749, 1220, 15076, -1130, 0.0030
2.0432, 1204, 15224, -1118, 0.0040
2.0853, 1244, 15656, -1091, 0.0030
2.3333, 1092, 15508, -1052, 0.0040
2.6710, 1048, 15500, -1078, 0.0030
3.2224, 784, 15292, -1016, 0.0030
3.7363, 748, 15120, -1042, 0.0040
4.3525, 452, 15204, -993, 0.0030
5.1653, 324, 15304, -1168, 0.0030
5.4569, 296, 15404, -1331, 0.0040
4.5741, 868, 16712, -1402, 0.0030
3.0176, 1192, 16120, -1145, 0.0030
1.0579, 1944, 16084, -1045, 0.0040
-0.0725, 1704, 14964, -857, 0.0030
-0.4856, 1972, 14556, -1131, 0.0040
-1.2544, 2024, 14348, -1062, 0.0030
-1.5203, 2124, 14648, -1017, 0.0040
-2.3259, 2580, 15176, -719, 0.0030
-2.5476, 2376, 15508, -459, 0.0040
-1.9773, 2328, 15544, -275, 0.0030
-1.6596, 2184, 15372, -173, 0.0030
-1.3029, 2096, 15288, -98, 0.0040
-1.3148, 2140, 15012, -40, 0.0030
-1.5265, 2176, 15032, 129, 0.0040
-1.4415, 2120, 15184, 190, 0.0030
-1.4692, 2208, 15140, 359, 0.0030
-1.1435, 1964, 15320, 462, 0.0040
-0.7169, 1988, 15208, 505, 0.0030
-1.1488, 2172, 15132, 521, 0.0030
-1.6670, 2264, 15168, 596, 0.0040
-1.8368, 2276, 15208, 689, 0.0030
-0.5393, 1548, 15000, 644, 0.0030
1.9236, 960, 15344, 438, 0.0030
3.8968, 516, 15232, 333, 0.0040
5.1751, 272, 15296, 237, 0.0030
6.2605, -64, 15500, 128, 0.0030
7.1305, -196, 15516, 125, 0.0030
7.5816, -308, 15488, 102, 0.0030
7.6409, -228, 15428, -9, 0.0040
7.5416, -252, 15272, -106, 0.0030
6.7696, 184, 15144, -121, 0.0030
5.9214, 200, 15228, -38, 0.0030
5.2406, 552, 15384, -145, 0.0040
4.3331, 684, 15296, -349, 0.0030
3.5046, 996, 15372, -462, 0.0030
2.6643, 1128, 15224, -504, 0.0030
2.0654, 1320, 15396, -458, 0.0040
1.5310, 1416, 15236, -354, 0.0030
1.3716, 1400, 15304, -323, 0.0030
1.4239, 1400, 15376, -318, 0.0040
1.4259, 1404, 15360, -322, 0.0030
1.0768, 1576, 15240, -325, 0.0030
0.6927, 1588, 15136, -261, 0.0040
0.7687, 1528, 15160, -174, 0.0030
1.0755, 1428, 15156, -96, 0.0030
1.0228, 1556, 15156, -62, 0.0040
0.7958, 1556, 15220, -60, 0.0030
0.8093, 1540, 15064, -33, 0.0030
0.5115, 1732, 15360, 15, 0.0040
0.4706, 1576, 15196, 64, 0.0030
0.6266, 1640, 15284, 105, 0.0030
0.5421, 1608, 15064, 189, 0.0030
0.4946, 1628, 14932, 223, 0.0030
1.2409, 1244, 15460, 186, 0.0040
1.8506, 1344, 15352, 235, 0.0030
1.7519, 1276, 15204, 175, 0.0030
1.9421, 1244, 15388, 194, 0.0030
1.9119, 1300, 15292, 217, 0.0040
1.6480, 1372, 15220, 253, 0.0030
1.7151, 1260, 15240, 303, 0.0030
2.0961, 1168, 15216, 273, 0.0030
1.9656, 1336, 15308, 282, 0.0040
2.1385, 1080, 15276, 286, 0.0030
2.2770, 1264, 15340, 307, 0.0030
1.8561, 1316, 15392, 336, 0.0030
2.0360, 1180, 15500, 361, 0.0040
2.3873, 1116, 15252, 361, 0.0030
2.6923, 996, 15232, 332, 0.0030
2.7912, 1064, 15268, 327, 0.0030
2.8245, 1000, 15548, 470, 0.0040
0.6711, 3512, 24012, 1562, 0.0030
9.8312, -7856, 29948, -2015, 0.0030
16.0865, -1672, 22656, 169, 0.0040
4.6149, 2124, 14580, -62, 0.0030
-3.3028, 3088, 14996, 1114, 0.0030
0.1501, 420, 17324, 190, 0.0040
2.7358, 1860, 16508, -474, 0.0030
0.6787, 1604, 16736, -1052, 0.0030
-1.2575, 2736, 15144, -2314, 0.0040
-6.7541, 4100, 13900, -2543, 0.0030
-12.0236, 5236, 13788, -1838, 0.0040
-7.2917, 1760, 14312, -760, 0.0030
-0.8613, 2096, 14972, -645, 0.0040
-3.3998, 3096, 14424, 422, 0.0030
1.0424, -240, 15916, 1056, 0.0040
5.9170, 668, 16112, 818, 0.0030
4.5201, 544, 16132, 1423, 0.0030
8.6828, -1652, 15952, 2544, 0.0030
11.2576, -860, 15336, 1389, 0.0040
8.8717, -308, 14864, 492, 0.0030
10.6350, -1768, 14928, 995, 0.0030
8.1772, 968, 14812, 755, 0.0040
3.6218, 616, 15028, 588, 0.0030
18.8951, -10096, 19996, 1769, 0.0030
15.3429, 2580, 16108, -11227, 0.0040
4.8029, -1528, 14400, -13650, 0.0030
-6.1646, 7420, 12420, -17198, 0.0040
-23.6184, 6968, 12664, -11203, 0.0040
-17.5617, 4348, 12620, -11062, 0.0030
-7.4950, 2612, 17116, -11551, 0.0040
-6.7775, 5332, 16932, -11456, 0.0040
-24.4772, 13780, 14076, -1478, 0.0030
-26.2694, 6244, 15744, 7467, 0.0040
-12.9222, 5752, 17644, 14461, 0.0030
0.1842, -1004, 13320, 16418, 0.0040
12.9916, -2104, 15996, 17369, 0.0030
22.8421, -6428, 14432, 16531, 0.0040
25.5835, -3468, 15060, 13339, 0.0040
20.4138, -4064, 16456, 12964, 0.0030
33.9593, -17604, 20960, 14426, 0.0040
33.5689, -3444, 14380, -2782, 0.0040
24.8566, -10200, 23680, -11938, 0.0030
17.8123, 76, 14556, -13458, 0.0040
0.6175, 3316, 17136, -17877, 0.0030
-10.6739, 5488, 13216, -24472, 0.0040
-16.6301, 5972, 14304, -20148, 0.0040
-18.1225, 6508, 13416, -17516, 0.0030
-23.1904, 8556, 13256, -18708, 0.0040
-30.4421, 14832, 17508, -16805, 0.0040
-48.7138, 16928, 6116, 8365, 0.0030
-54.7957, 17108, 12900, 1452, 0.0040
-47.1690, 18460, 12928, 13396, 0.0030
-33.4876, 7228, 14724, 18971, 0.0040
-14.1218, 5228, 17392, 25619, 0.0040
-4.0337, 1516, 14380, 27372, 0.0030
10.0001, -3136, 15528, 22936, 0.0040
16.6502, -1688, 13036, 23121, 0.0030
12.8851, -708, 10516, 24132, 0.0040
17.0392, -3504, 12492, 23896, 0.0030
33.1894, -16904, 22892, 14453, 0.0040
46.5745, -11708, 12652, 6594, 0.0040
47.4956, -10520, 13128, 531, 0.0030
36.4277, -7204, 18696, -7638, 0.0040
28.8522, -7512, 17024, -10752, 0.0030
15.5637, 1592, 17756, -20304, 0.0040
8.2592, -2608, 15596, -17756, 0.0040
6.2512, 2264, 13880, -21599, 0.0030
-6.2130, 3672, 13412, -21874, 0.0040
-8.9982, 4156, 15648, -19845, 0.0030
-7.9247, 3608, 15332, -19293, 0.0040
-15.1509, 8108, 14484, -17733, 0.0040
-21.3970, 7912, 16244, -15351, 0.0030
-39.0268, 19888, 9380, -9413, 0.0040
-50.5771, 11252, 9644, -486, 0.0040
-41.4737, 13284, 12376, 8867, 0.0030
-41.0991, 14464, 12616, 7928, 0.0040
-23.8187, 3956, 17532, 19944, 0.0030
-7.1561, 5072, 17564, 25517, 0.0040
-0.7553, -8, 15456, 22447, 0.0030
8.2361, -540, 15632, 22097, 0.0040
12.4618, -2176, 14596, 22528, 0.0030
21.1126, -5268, 14988, 19252, 0.0040
23.5937, -2988, 12452, 20219, 0.0030
29.5056, -14088, 23200, 16643, 0.0040
46.0190, -16176, 15124, 1741, 0.0040
37.7346, -3376, 12396, -1620, 0.0030
24.5153, -6408, 16896, -7688, 0.0040
27.0255, -6680, 17900, -10925, 0.0030
17.7869, -880, 18532, -21866, 0.0040
8.6533, -872, 20368, -16606, 0.0040
1.9687, 2644, 13852, -22296, 0.0030
-5.5978, 3000, 13536, -22762, 0.0040
-13.6185, 5404, 10656, -20376, 0.0030
-18.3718, 4656, 11468, -19638, 0.0040
-17.6336, 6092, 12880, -18624, 0.0040
-23.8765, 11512, 16604, -19504, 0.0030
-39.0836, 16744, 11180, -611, 0.0040
-32.3950, 6508, 16236, 1556, 0.0040
-29.1011, 20428, 17184, 10159, 0.0030
-15.3607, -1524, 16336, 11815, 0.0040
-4.4382, 9480, 17428, 22952, 0.0040
-3.1880, -2164, 16136, 24216, 0.0030
18.0293, -3436, 13736, 17847, 0.0040
11.1300, 1288, 12172, 18894, 0.0030
15.4033, -6368, 15336, 19212, 0.0040
32.2044, -9556, 18276, 17034, 0.0030
39.7149, -17140, 21936, 4837, 0.0040
27.2425, -676, 12256, -3752, 0.0040
29.8215, -15680, 16520, -8905, 0.0030
19.7091, 4920, 16268, -11760, 0.0040
7.5255, -5004, 14288, -16140, 0.0030
8.9519, 3664, 14948, -18474, 0.0040
-12.2889, 4408, 10348, -15643, 0.0040
-10.7283, 2764, 14424, -15971, 0.0030
-9.0956, 4832, 13388, -14375, 0.0040
-15.9551, 7192, 15708, -14453, 0.0030
-19.0945, 8156, 16592, -12631, 0.0040
-41.4632, 23800, 8872, -3562, 0.0040
-33.7028, 2816, 14140, 10039, 0.0030
-27.6739, 19044, 11916, 11992, 0.0040
-21.8315, -56, 16576, 15154, 0.0040
3.7235, 2100, 17200, 20628, 0.0030
4.6127, -488, 15436, 20521, 0.0040
16.6658, -5212, 16788, 16093, 0.0030
16.7983, -600, 15524, 15944, 0.0040
13.6691, -3068, 15780, 15507, 0.0030
27.1663, -8884, 15876, 15179, 0.0040
45.7014, -9092, 8088, 3439, 0.0030
48.8218, -7004, 9628, -3551, 0.0040
35.5450, -5440, 13452, -6651, 0.0030
18.1767, -532, 18464, -15287, 0.0040
13.1035, -4268, 19640, -17871, 0.0040
-3.0886, 8792, 14752, -17748, 0.0030
-13.5635, 2360, 15532, -19527, 0.0040
-13.1974, 7192, 12460, -20787, 0.0030
-25.6883, 7900, 11840, -16506, 0.0040
-24.1233, 7056, 13912, -14566, 0.0040
-36.6680, 21272, 12884, -16645, 0.0040
-27.0211, 1976, 13708, 7274, 0.0030
-22.9072, 13956, 11240, 2744, 0.0040
-17.1567, -844, 15696, 17054, 0.0030
-6.4323, 6860, 11852, 14688, 0.0040
-2.2741, -3200, 16148, 25284, 0.0030
23.8872, -6912, 16880, 14424, 0.0040
20.2696, -984, 13864, 16138, 0.0040
18.5103, -4612, 13552, 17191, 0.0030
31.6194, -9652, 16520, 15538, 0.0040
49.1990, -21112, 15184, 2896, 0.0030
57.1809, -18456, 17236, -7685, 0.0040
46.9043, -11956, 17656, -10493, 0.0040
17.9927, 2892, 15324, -18200, 0.0030
4.1161, -1632, 13876, -22366, 0.0040
-7.4295, 8372, 12612, -20334, 0.0040
-25.6838, 4980, 8592, -16726, 0.0030
-14.2567, 2812, 14760, -18211, 0.0040
-15.9198, 8452, 12860, -16138, 0.0040
-33.0477, 16444, 16296, -14717, 0.0030
-48.3426, 23012, 11048, -1146, 0.0040
-37.0831, 7724, 17912, 8523, 0.0040
-26.2469, 17308, 18520, 15305, 0.0030
-16.5116, 1120, 15472, 17988, 0.0040
4.9685, 96, 17324, 24854, 0.0030
17.4261, -5364, 14260, 23338, 0.0040
20.7891, -1452, 12620, 17987, 0.0030
20.2909, -4852, 13508, 18668, 0.0040
35.4901, -10880, 14468, 18811, 0.0030
44.5001, -13088, 16632, 4634, 0.0040
52.1450, -25644, 19608, 2015, 0.0040
34.0051, -672, 16504, -12136, 0.0030
12.7974, -3804, 19936, -18635, 0.0040
4.9029, 3568, 15172, -16510, 0.0040
-13.4799, 5764, 11764, -18662, 0.0030
-23.4777, 6960, 10648, -18474, 0.0040
-24.6788, 6268, 11588, -17175, 0.0040
-24.6487, 8664, 13176, -15048, 0.0030
-31.7838, 16704, 18076, -15124, 0.0040
-43.7289, 19116, 12068, 5991, 0.0040
-36.2464, 9964, 18492, 3793, 0.0030
-24.9087, 14828, 20696, 24630, 0.0040
-19.6103, 3920, 12012, 19475, 0.0030
6.3538, -5312, 18228, 26652, 0.0040
21.5448, -2580, 12104, 23827, 0.0040
26.1412, -6076, 12588, 21036, 0.0030
32.2998, -5936, 13076, 21618, 0.0040
43.4667, -16432, 14748, 21394, 0.0030
54.0297, -24096, 23276, 6666, 0.0040
47.4576, -14664, 20528, -3636, 0.0040
36.9109, -9280, 19668, -7184, 0.0030
17.7559, 688, 16764, -17619, 0.0040
4.6712, 172, 15600, -19530, 0.0030
-11.5476, 9000, 12920, -15188, 0.0040
-26.5569, 5364, 9080, -17205, 0.0040
-27.3649, 7888, 10660, -19270, 0.0030
-27.5380, 8048, 13400, -14872, 0.0040
-28.1500, 12980, 16708, -14005, 0.0030
-45.9876, 27780, 11808, -4633, 0.0040
-22.0262, -3188, 19240, 11894, 0.0040
-19.1512, 24308, 12984, 17643, 0.0040
-1.7744, -13436, 13900, 21778, 0.0030
38.1875, -5064, 15480, 14910, 0.0040
17.0241, -344, 11632, 16603, 0.0040
19.4706, -6392, 14964, 14393, 0.0030
33.1346, -7908, 14212, 14241, 0.0040
43.8507, -21720, 21880, 4303, 0.0030
43.9140, -12536, 21804, -8281, 0.0040
34.6366, -6092, 12076, -14531, 0.0040
10.3379, 4636, 13844, -19380, 0.0030
-3.1483, 4, 15516, -20788, 0.0040
-1.9302, 4084, 14212, -21405, 0.0030
-28.3280, 11976, 9044, -16448, 0.0040
-27.3573, 4276, 16864, -15340, 0.0030
-11.8339, 7112, 17652, -14768, 0.0040
-24.7979, 15192, 18052, -13905, 0.0040
-38.6022, 14000, 11684, 5183, 0.0040
-23.9450, 3216, 16092, 5070, 0.0030
-21.2455, 11992, 11964, 15616, 0.0040
-14.7929, -284, 11960, 15860, 0.0030
12.2510, -2728, 17528, 21424, 0.0040
22.0083, -6588, 17476, 19250, 0.0040
23.0769, -3404, 17032, 14374, 0.0030
22.9061, -6312, 16940, 15185, 0.0040
43.7205, -19492, 14740, 15607, 0.0030
44.3414, -5956, 14680, 1681, 0.0040
28.9808, -9084, 21532, -11291, 0.0040
20.7271, -1508, 14628, -11548, 0.0030
-2.1443, 5412, 12956, -17864, 0.0040
-5.3799, 32, 14512, -23902, 0.0040
-7.0743, 8024, 16336, -19456, 0.0030
-35.7083, 14080, 8920, -15573, 0.0040
-32.6558, 6712, 18300, -15582, 0.0030
-22.8082, 11804, 15092, -12891, 0.0040
-40.0027, 20152, 14356, -11531, 0.0040
-41.3401, 8120, 9204, 14462, 0.0030
-41.0282, 13696, 9820, 3410, 0.0040
-18.3971, -1048, 15620, 14649, 0.0030
-5.0419, 6988, 13092, 18136, 0.0040
1.7316, -5624, 18416, 24451, 0.0040
23.1483, -5692, 21292, 14153, 0.0030
22.6916, -5608, 19140, 15730, 0.0040
26.1873, -6064, 15036, 13902, 0.0030
37.9046, -11472, 13744, 12852, 0.0040
50.8606, -25240, 22672, 4085, 0.0040
28.3876, 612, 7884, -12015, 0.0030
23.8541, -7912, 9648, -7662, 0.0040
12.4048, 7240, 14096, -18733, 0.0030
-15.4777, 5276, 18164, -14792, 0.0040
-24.8855, 13088, 12672, -22122, 0.0030
-30.3256, 7512, 14664, -13201, 0.0040
-22.7183, 10304, 17288, -13720, 0.0040
-33.3110, 19636, 17492, -13381, 0.0040
-44.4857, 15004, 11008, 7766, 0.0030
-34.7394, 8820, 15596, 9153, 0.0040
-29.8563, 14932, 15300, 22637, 0.0030
-14.6113, -124, 11836, 22477, 0.0040
14.1967, -4380, 18784, 23273, 0.0040
