angle, ax, az, gy, dt
29.9671, -6952, 12964, 19579, 0.0030
30.4082, -4400, 13292, 18725, 0.0040
31.3875, -8428, 14468, 16879, 0.0030
41.5302, -16576, 20472, 5568, 0.0040
50.1392, -15576, 14260, 9850, 0.0040
46.9811, -10404, 15816, -21777, 0.0030
42.5493, -18428, 22472, -13157, 0.0040
13.2502, 5944, 12816, -28917, 0.0040
-4.1201, -1328, 15824, -25785, 0.0030
-14.3932, 13100, 12848, -24641, 0.0040
-35.8630, 10812, 13744, -17688, 0.0040
-27.4558, 8192, 14824, -18528, 0.0040
-39.1900, 23728, 12704, -15824, 0.0030
-48.0829, 14744, 13588, 2267, 0.0040
-48.5943, 21372, 10664, 8937, 0.0040
-39.6356, 8804, 15468, 13111, 0.0030
-20.6605, 6212, 12748, 23835, 0.0040
-10.2097, 2412, 15188, 25446, 0.0030
11.9073, -4920, 14884, 22600, 0.0040
28.0326, -6920, 16136, 19609, 0.0040
25.0934, -2700, 12052, 20581, 0.0030
28.7922, -8924, 15036, 16958, 0.0040
47.9225, -17232, 13980, 17917, 0.0030
33.7365, -552, 11240, 513, 0.0040
37.4275, -29288, 17904, 7631, 0.0030
21.5804, 5976, 11112, -19838, 0.0040
9.5296, -14524, 20584, -19069, 0.0040
-2.6531, 13248, 10132, -28509, 0.0030
-38.6529, 4532, 6032, -14897, 0.0040
-23.0202, 6644, 16920, -17603, 0.0040
-23.0171, 10100, 13392, -15001, 0.0030
-45.2463, 26712, 11900, -14599, 0.0040
-57.8471, 20840, 10612, 15069, 0.0040
-51.7130, 17112, 12260, 9812, 0.0030
-19.2062, -540, 17324, 22193, 0.0040
2.7673, 2676, 13872, 23562, 0.0040
5.9718, -2296, 15644, 22664, 0.0030
22.3873, -6892, 16988, 17908, 0.0040
26.5412, -4784, 15872, 17515, 0.0030
26.1673, -5632, 14404, 17204, 0.0040
38.7680, -24412, 27012, 11709, 0.0030
48.0290, -14348, 16760, -5712, 0.0040
47.8272, -18904, 20680, -15445, 0.0040
41.8394, -9356, 16992, -18627, 0.0030
7.0579, 6644, 13124, -24806, 0.0040
-11.4727, 2700, 19432, -24361, 0.0040
-12.7536, 8184, 14368, -21884, 0.0030
-22.3989, 7768, 15016, -19296, 0.0040
-23.1266, 8540, 14176, -18222, 0.0040
-41.5431, 25588, 12192, -10812, 0.0030
-48.7654, 11152, 10748, -40, 0.0040
-47.6345, 20944, 10668, 16751, 0.0040
-53.2454, 15552, 9836, 18078, 0.0030
-16.6373, -3460, 19644, 24051, 0.0040
9.4919, 1484, 14660, 25259, 0.0040
17.1227, -7772, 16300, 21314, 0.0030
31.3162, -7264, 17296, 19442, 0.0040
33.3689, -8268, 14496, 16827, 0.0030
48.3711, -21236, 16088, 17209, 0.0040
56.0926, -12144, 11952, 2188, 0.0040
50.6036, -22656, 24616, -10417, 0.0030
37.5604, -6316, 17448, -15437, 0.0040
23.4209, -4648, 17348, -29477, 0.0040
10.2514, 1792, 16052, -23716, 0.0030
-19.2905, 11436, 11744, -24358, 0.0040
-28.0085, 7048, 16012, -19363, 0.0040
-19.1465, 7556, 14964, -20258, 0.0030
-24.5298, 9548, 13848, -17321, 0.0040
-43.4885, 19988, 9432, -14178, 0.0040
-44.3548, 10936, 14604, -562, 0.0030
-50.3241, 24656, 5556, 6597, 0.0040
-31.5066, -200, 20580, 10579, 0.0030
-6.6617, 8016, 15028, 22051, 0.0040
-5.8190, -460, 16288, 28757, 0.0040
17.8707, -6304, 17792, 20202, 0.0030
27.4472, -6780, 17532, 16383, 0.0040
30.8503, -6384, 12888, 18651, 0.0030
36.6834, -9108, 14116, 15645, 0.0040
48.5154, -20016, 16692, 11597, 0.0030
45.4810, -10240, 19652, -9649, 0.0040
42.9293, -16404, 15948, -15791, 0.0040
34.1109, -2412, 13420, -19746, 0.0040
0.5448, 5564, 14304, -24188, 0.0030
-12.5445, 4452, 15724, -25774, 0.0040
-12.7720, 6488, 16260, -22293, 0.0030
-20.5092, 9364, 15292, -19188, 0.0040
-27.6874, 11508, 15832, -19894, 0.0040
-43.7872, 24320, 11892, -10490, 0.0040
-44.0729, 6804, 8972, -340, 0.0030
-28.5613, 11680, 17620, 10168, 0.0040
-32.5819, 13100, 12848, 14743, 0.0030
-22.6931, 5080, 20064, 25016, 0.0040
0.1496, 108, 19792, 25790, 0.0040
18.4442, -7568, 18156, 22363, 0.0030
23.7188, -2676, 14556, 19785, 0.0040
26.0085, -6596, 12792, 19265, 0.0030
35.3492, -7232, 12944, 16645, 0.0040
48.4798, -18636, 13704, 13381, 0.0030
51.8084, -7396, 10120, 6316, 0.0040
40.0687, -13560, 22544, -17713, 0.0040
31.8347, -6784, 18488, -11939, 0.0030
0.3393, 7800, 12680, -29922, 0.0040
-5.4155, -2144, 13368, -24601, 0.0040
-12.8899, 12732, 11928, -25698, 0.0030
-32.8828, 9056, 15020, -17518, 0.0040
-26.2878, 9056, 13588, -19082, 0.0040
-36.2176, 15312, 12364, -17476, 0.0030
-43.2350, 15916, 14176, 623, 0.0040
-49.6135, 22172, 10668, 2518, 0.0040
-33.4453, 6164, 21184, 11914, 0.0030
-16.9788, 8000, 12812, 22777, 0.0040
-16.5568, 4968, 17688, 25613, 0.0030
8.0742, -5760, 18524, 23036, 0.0040
24.0349, -4712, 16164, 18616, 0.0040
22.4796, -3408, 13280, 20442, 0.0030
29.2903, -7380, 12836, 17847, 0.0040
40.0137, -9272, 12788, 15815, 0.0030
47.1596, -16428, 16620, 1910, 0.0040
59.0691, -28888, 16740, 7064, 0.0040
51.0418, -7456, 13344, -23324, 0.0030
40.6520, -18716, 22348, -20113, 0.0040
-0.3245, 12740, 9784, -26844, 0.0040
-23.9669, 1328, 10296, -26410, 0.0030
-14.8452, 9576, 14016, -23238, 0.0040
-29.1349, 9196, 12700, -20471, 0.0040
-27.9514, 9868, 15664, -20586, 0.0030
-42.9762, 25204, 11068, -9348, 0.0040
-50.3918, 11304, 10320, 3367, 0.0040
-39.1685, 16160, 16536, 9487, 0.0030
-29.4725, 7664, 14028, 17881, 0.0040
-15.3103, 5500, 18748, 24265, 0.0030
2.5309, -2180, 18228, 24973, 0.0040
18.8361, -4828, 16664, 21661, 0.0040
23.5318, -4112, 13896, 21148, 0.0030
28.9812, -6872, 13424, 19927, 0.0040
36.8049, -7984, 12672, 17531, 0.0030
45.2399, -20480, 20888, 4752, 0.0040
57.0858, -27700, 18564, 4332, 0.0040
46.9577, -6920, 15000, -19746, 0.0030
40.1629, -20916, 22180, -20256, 0.0040
6.1164, 11756, 12592, -24562, 0.0040
-10.9608, -2340, 14496, -27252, 0.0030
-7.2534, 11204, 15600, -22320, 0.0040
-30.8209, 9076, 11612, -18870, 0.0040
-25.8310, 6928, 14228, -18432, 0.0030
-37.6807, 21260, 11396, -15658, 0.0040
-46.6891, 13856, 14168, -1060, 0.0040
-49.6866, 21432, 8476, 6582, 0.0030
-34.9367, 5136, 18928, 9552, 0.0040
-9.9731, 5228, 15324, 21806, 0.0030
-9.4557, 4512, 17292, 25447, 0.0040
10.0457, -6688, 18240, 23084, 0.0030
25.4217, -4992, 17028, 18415, 0.0040
23.3024, -3956, 13948, 19451, 0.0040
30.8343, -8192, 13332, 17133, 0.0030
47.8067, -14304, 12060, 16603, 0.0040
51.3197, -9352, 11556, 3, 0.0040
54.2357, -26456, 17748, 2241, 0.0030
18.4777, 6552, 10452, -20078, 0.0030
10.3671, -18340, 21324, -24053, 0.0040
-8.7486, 17220, 6260, -24725, 0.0040
-31.8563, 1292, 12636, -17907, 0.0030
-9.9112, 8268, 16684, -17099, 0.0040
-24.7947, 9484, 13288, -16345, 0.0040
-33.7778, 14064, 14320, -15938, 0.0030
-46.1178, 19876, 11068, 6688, 0.0040
-43.2253, 12940, 15840, 6313, 0.0040
-33.2203, 13412, 15348, 20866, 0.0030
-25.7749, 5472, 11848, 20777, 0.0040
-5.4343, 152, 17756, 21876, 0.0030
14.3431, -4472, 16924, 19563, 0.0040
23.0048, -4496, 14956, 19817, 0.0040
22.1958, -3156, 13276, 17672, 0.0030
26.0987, -5940, 12936, 15606, 0.0040
42.8470, -16728, 15672, 17769, 0.0030
36.4407, -2656, 12232, 2310, 0.0040
35.3521, -32284, 31992, -5626, 0.0040
12.0578, 7208, 10708, -14355, 0.0030
5.6898, -13144, 20044, -29946, 0.0040
-2.6215, 13104, 10952, -25941, 0.0040
-38.4493, 7348, 9112, -18566, 0.0030
-29.6673, 10608, 16456, -17323, 0.0040
-28.9013, 12196, 16076, -19391, 0.0040
-47.4106, 27752, 10024, -9182, 0.0030
-50.5226, 14724, 15048, 12781, 0.0040
-43.3689, 19728, 13040, 16541, 0.0040
-25.8297, 2292, 13804, 22736, 0.0030
3.2496, -488, 19092, 21822, 0.0040
12.9180, -2560, 14656, 22806, 0.0030
24.8391, -5928, 12520, 20813, 0.0040
28.8356, -3768, 11716, 19560, 0.0040
28.3514, -6608, 14436, 17616, 0.0030
44.9191, -32768, 26296, 9924, 0.0040
45.9708, -5852, 11360, -7039, 0.0030
44.7737, -24688, 20972, -16490, 0.0040
35.2851, -2616, 17004, -20837, 0.0040
1.5106, 5208, 16188, -24797, 0.0030
-8.8660, 3484, 16516, -24012, 0.0040
-14.6654, 7744, 13772, -21356, 0.0040
-23.7929, 7388, 12584, -20956, 0.0030
-25.7355, 8984, 13656, -17842, 0.0040
-41.2974, 24852, 13460, -15050, 0.0040
-46.9528, 13604, 13516, -96, 0.0030
-46.9344, 23484, 12264, 14974, 0.0040
-43.8339, 11532, 14044, 17904, 0.0030
-11.4292, -664, 17776, 23135, 0.0040
4.1408, 2432, 16068, 25320, 0.0040
20.4264, -8808, 12644, 24089, 0.0030
37.7504, -7344, 14888, 18166, 0.0040
34.8008, -6868, 12352, 19089, 0.0030
40.6119, -10952, 14072, 17688, 0.0040
54.1911, -24800, 16376, 3414, 0.0040
52.0060, -10600, 15604, -6020, 0.0030
47.9615, -16524, 14276, -19918, 0.0040
31.3070, -464, 17912, -24588, 0.0040
6.3811, 128, 9920, -23856, 0.0030
-14.3350, 8632, 10300, -24041, 0.0040
-28.9761, 6984, 12044, -20000, 0.0030
-20.4264, 5396, 12720, -19996, 0.0040
-21.3883, 9012, 14448, -17563, 0.0040
-40.7081, 22100, 11820, -16358, 0.0030
-39.9866, 11036, 18332, 314, 0.0040
-42.3830, 25700, 10860, 2398, 0.0040
-28.7937, 1428, 19384, 15615, 0.0030
-17.5402, 12028, 11940, 23195, 0.0040
-13.2230, -1180, 16980, 26587, 0.0040
18.5833, -5100, 15152, 21986, 0.0030
28.0281, -6920, 16196, 17587, 0.0040
32.8922, -6052, 11200, 19589, 0.0030
36.3979, -8240, 14164, 16186, 0.0040
50.2181, -31320, 21060, 12824, 0.0040
40.1779, -2568, 13352, -12994, 0.0030
36.1728, -21644, 18876, -14984, 0.0040
28.3441, 1056, 13640, -21150, 0.0040
0.5783, 1348, 11752, -23589, 0.0030
-6.7684, 5256, 15264, -25137, 0.0040
-14.6894, 5528, 13352, -18927, 0.0030
-20.4818, 8816, 14808, -19076, 0.0040
-22.5169, 7892, 15868, -18065, 0.0040
-37.1741, 25036, 14312, -13644, 0.0040
-45.7572, 13436, 13836, 266, 0.0030
-49.7063, 22272, 8596, 11390, 0.0040
-47.0648, 10452, 12824, 13773, 0.0030
-15.4609, 1904, 18004, 23011, 0.0040
-4.7443, 4888, 14828, 26893, 0.0040
10.2841, -7856, 17484, 22850, 0.0030
30.4945, -6388, 15468, 18122, 0.0040
29.4828, -5352, 13080, 19262, 0.0030
33.8429, -7848, 12944, 15840, 0.0040
46.8252, -15040, 13468, 16532, 0.0040
57.7661, -12848, 9492, 1860, 0.0030
57.2332, -22840, 20672, -8827, 0.0040
30.8041, -236, 12620, -15284, 0.0030
6.2147, 296, 23468, -28920, 0.0040
-3.5064, 4212, 12820, -23405, 0.0030
-24.8369, 9256, 9764, -26046, 0.0040
-25.5118, 5204, 14700, -18954, 0.0040
-23.3999, 10432, 12624, -20458, 0.0030
-42.6552, 19380, 12120, -19838, 0.0040
-49.6594, 21288, 15440, 314, 0.0040
-52.3983, 20540, 9936, 5832, 0.0030
-46.1128, 15580, 17336, 15971, 0.0040
-28.1692, 7040, 12800, 21478, 0.0040
-10.7091, 2080, 16724, 24072, 0.0030
4.9216, -624, 14832, 22863, 0.0040
19.5101, -5664, 13916, 21430, 0.0030
24.5600, -2980, 13352, 20446, 0.0040
26.6935, -6564, 13176, 18435, 0.0030
41.0878, -13648, 15440, 16968, 0.0040
48.9216, -18672, 20380, 2334, 0.0040
54.3494, -29264, 22180, -70, 0.0030
44.5874, -5500, 12596, -18187, 0.0040
36.7489, -18168, 23492, -24643, 0.0030
8.1947, 7672, 11636, -22246, 0.0040
-9.5753, -640, 14932, -27665, 0.0040
-10.3226, 9208, 13112, -21464, 0.0030
-30.9582, 8676, 10704, -20706, 0.0040
-28.3675, 7704, 13444, -18822, 0.0040
-39.5263, 24372, 13180, -16453, 0.0030
-45.9996, 15816, 16776, -464, 0.0040
-50.0756, 26584, 9440, 11053, 0.0040
-39.2162, 6940, 17224, 14941, 0.0030
-4.7963, 576, 16540, 23844, 0.0040
-0.1100, 3376, 14904, 23369, 0.0030
2.9144, -1072, 15092, 23560, 0.0040
18.0230, -4364, 13780, 18118, 0.0030
27.0867, -5280, 12852, 18768, 0.0040
30.9347, -6236, 13260, 16342, 0.0040
43.1891, -17620, 16408, 16253, 0.0030
46.6342, -9760, 15292, 683, 0.0040
39.7731, -17412, 25832, -13220, 0.0030
33.5083, -7128, 19032, -16428, 0.0040
14.2877, 968, 13860, -25329, 0.0040
2.2416, 820, 13420, -24768, 0.0030
-14.8059, 7800, 9928, -23169, 0.0040
-26.6234, 6380, 12380, -18883, 0.0030
-19.9700, 6912, 14852, -19558, 0.0040
-22.1788, 10068, 16388, -18034, 0.0040
-36.1600, 22428, 16744, -11174, 0.0030
-44.6090, 15172, 13208, -1526, 0.0040
-34.6021, 13304, 19748, 15794, 0.0040
-35.1841, 14464, 11840, 17579, 0.0040
-18.6458, 312, 19052, 23107, 0.0030
3.7990, 1596, 15060, 25642, 0.0040
14.2481, -5776, 15896, 22699, 0.0030
27.3737, -5652, 15208, 19467, 0.0040
28.9956, -6468, 15004, 17945, 0.0030
37.0018, -9672, 13068, 15933, 0.0040
45.8104, -18540, 21292, 9826, 0.0040
47.1990, -15404, 18524, 672, 0.0030
42.6113, -16832, 26172, -19260, 0.0040
36.8141, -12204, 22428, -17124, 0.0030
-1.4429, 10472, 10992, -24435, 0.0040
-15.1270, -344, 12276, -26818, 0.0040
-13.7988, 9216, 10592, -22098, 0.0040
-35.2874, 9868, 11060, -19478, 0.0030
-31.6096, 10292, 15404, -19509, 0.0040
-41.4466, 26288, 14328, -14786, 0.0040
-42.4754, 12604, 17120, -1426, 0.0030
-41.7695, 22296, 12424, 14371, 0.0040
-45.9610, 13504, 13396, 15135, 0.0040
-14.8810, -404, 19020, 22274, 0.0030
2.6612, 2828, 15384, 24141, 0.0040
7.9865, -3052, 14536, 22715, 0.0030
18.4916, -2768, 14564, 18577, 0.0040
21.9962, -4928, 14448, 18174, 0.0040
32.3985, -8260, 13352, 16890, 0.0030
44.2639, -19836, 21340, 6744, 0.0040
49.5415, -14224, 15452, 2117, 0.0030
42.4552, -7712, 13624, -19116, 0.0040
36.2975, -10528, 17564, -19134, 0.0040
4.4820, 8380, 12360, -24719, 0.0030
-12.6946, 656, 11652, -25529, 0.0040
-13.7873, 7136, 9740, -21638, 0.0040
-31.5072, 9480, 11716, -20073, 0.0030
-27.6173, 9068, 16700, -19867, 0.0040
-39.5038, 28196, 14516, -14745, 0.0040
-48.4250, 12964, 12116, -246, 0.0030
-39.4197, 17636, 17316, 11067, 0.0040
-34.0703, 11212, 15004, 17551, 0.0040
-14.6096, 1956, 16420, 23151, 0.0030
-0.7009, 2564, 15944, 23662, 0.0040
12.1679, -5260, 15304, 22105, 0.0030
21.4860, -2548, 15000, 19004, 0.0040
22.3745, -4868, 12884, 18167, 0.0040
30.3532, -6076, 12568, 16268, 0.0030
40.0717, -19556, 23096, 14170, 0.0040
46.2722, -6348, 7988, 4224, 0.0030
42.8344, -17888, 26196, -17360, 0.0040
41.7067, -12368, 16596, -12657, 0.0040
14.3965, 5320, 14456, -27138, 0.0030
-2.4565, -728, 12356, -25401, 0.0040
-16.8602, 12748, 11116, -23631, 0.0040
-33.9297, 7780, 12892, -18711, 0.0030
-26.2861, 8672, 12984, -19843, 0.0040
-38.4922, 19636, 13552, -18465, 0.0040
-45.6016, 18096, 16004, -1441, 0.0040
-48.3481, 21340, 11556, 5627, 0.0030
-41.8278, 12188, 16828, 13357, 0.0040
-25.8304, 7456, 12936, 22902, 0.0030
-15.2739, 4500, 16604, 25413, 0.0040
2.2100, -1236, 14512, 21927, 0.0040
19.3104, -5456, 15552, 20736, 0.0030
23.8782, -2760, 11044, 21015, 0.0040
27.9728, -7408, 14172, 17372, 0.0030
36.4913, -7456, 12316, 16962, 0.0040
43.7994, -16544, 18080, 4855, 0.0040
55.7112, -18620, 12884, 9037, 0.0030
46.4416, -6204, 13464, -22399, 0.0040
34.0747, -13148, 21764, -15450, 0.0030
7.0776, 6836, 12264, -26369, 0.0040
-13.7064, 1732, 9836, -26340, 0.0040
-13.3684, 6108, 11144, -23344, 0.0030
-28.2532, 9336, 11160, -21073, 0.0040
-30.9593, 11328, 16776, -21142, 0.0040
-41.5516, 28388, 15452, -13024, 0.0030
-39.2021, 9648, 16656, 3867, 0.0040
-31.9685, 18476, 16864, 11529, 0.0040
-30.9656, 8868, 16408, 19045, 0.0030
-7.9900, 696, 19976, 22680, 0.0040
-0.7457, 3880, 15588, 22434, 0.0030
9.9600, -4592, 13040, 23226, 0.0040
26.5419, -4456, 12748, 18864, 0.0030
25.0113, -4104, 13840, 17295, 0.0040
30.2407, -7572, 13304, 16819, 0.0040
39.8582, -16500, 22708, 11873, 0.0030
47.9358, -13120, 12592, 4348, 0.0040
44.3131, -9712, 17076, -20070, 0.0040
39.1256, -13620, 18584, -13589, 0.0030
-1.0119, 12648, 10444, -26526, 0.0040
-10.2082, -4064, 12276, -25885, 0.0040
-8.7452, 10864, 9844, -22382, 0.0030
-40.2153, 10620, 10676, -18354, 0.0040
-29.4165, 7368, 14992, -18417, 0.0040
-34.7874, 22400, 15252, -17500, 0.0030
-42.7590, 16948, 18396, -500, 0.0040
-47.9544, 25180, 10856, 4789, 0.0040
-34.7815, 6604, 22048, 15546, 0.0030
-19.5175, 8560, 11472, 24078, 0.0040
-15.9471, 2708, 15564, 22899, 0.0040
6.5831, -2196, 14612, 22497, 0.0030
19.2287, -4032, 14512, 19361, 0.0040
20.3824, -2532, 13136, 20024, 0.0030
26.4925, -7744, 14668, 16556, 0.0040
44.8954, -15420, 13992, 17200, 0.0030
50.9993, -12892, 15084, 578, 0.0040
53.9987, -28952, 21024, 5095, 0.0040
36.3500, -1252, 12552, -20295, 0.0030
25.0971, -16516, 26016, -24888, 0.0040
4.8791, 7980, 11608, -22941, 0.0040
-16.8765, 2152, 10820, -26730, 0.0030
-17.1258, 8280, 11800, -21220, 0.0040
-30.6400, 9612, 12192, -20864, 0.0040
-27.8534, 9352, 16424, -20635, 0.0030
-39.8523, 26708, 13848, -9420, 0.0040
-44.2966, 12208, 15076, -368, 0.0040
-33.6035, 16788, 18776, 13720, 0.0030
-34.4694, 12144, 13792, 20706, 0.0040
-13.0561, -236, 20736, 22774, 0.0040
5.7825, 968, 15500, 22533, 0.0030
14.0421, -4276, 13828, 22379, 0.0040
22.3714, -3204, 13724, 20064, 0.0030
25.8315, -6980, 15476, 16615, 0.0040
44.3063, -15964, 13332, 18148, 0.0030
52.1634, -13548, 15904, 2112, 0.0040
51.5879, -26208, 22492, 982, 0.0040
36.2562, -1984, 11024, -16730, 0.0030
24.2378, -11876, 24272, -23825, 0.0040
6.8523, 4952, 10988, -22790, 0.0040
-12.4010, 2436, 10924, -25768, 0.0030
-15.8311, 7704, 12724, -20346, 0.0040
-26.5950, 8928, 13216, -21225, 0.0040
-25.0311, 9072, 16900, -20016, 0.0030
-38.6763, 24972, 13456, -9545, 0.0040
-47.3063, 14220, 13788, -1784, 0.0040
-37.8517, 17660, 18672, 15246, 0.0030
-34.9593, 12740, 14768, 21007, 0.0040
-13.6318, 368, 19500, 22513, 0.0040
4.0036, 1520, 16064, 23193, 0.0030
15.7507, -5720, 13752, 22368, 0.0030
23.8054, -2560, 13644, 20008, 0.0040
23.2704, -5816, 14752, 16732, 0.0040
38.3638, -12156, 13976, 17648, 0.0030
48.6469, -19500, 21312, 4262, 0.0040
54.1568, -24664, 19048, 3777, 0.0040
45.5258, -7816, 16204, -18968, 0.0030
37.8205, -16872, 21856, -21393, 0.0040
7.8946, 7700, 11472, -21918, 0.0040
-9.7649, -552, 13656, -27109, 0.0030
-13.4721, 10172, 11576, -21177, 0.0040
-30.3371, 7776, 12712, -18996, 0.0040
-23.5206, 7140, 13492, -18759, 0.0030
-36.3793, 22748, 14628, -16160, 0.0040
-42.9333, 15300, 17356, -669, 0.0040
-45.2328, 22828, 11852, 9743, 0.0030
-38.3567, 9288, 17412, 13684, 0.0040
-8.7403, 1028, 16172, 23398, 0.0030
-0.7128, 3708, 16944, 24419, 0.0040
10.0470, -4488, 13908, 23306, 0.0030
26.3483, -5268, 14140, 18605, 0.0040
22.4100, -2188, 12484, 19747, 0.0040
25.7232, -7072, 13748, 17590, 0.0030
41.2888, -19056, 21732, 13949, 0.0040
40.5052, -9892, 20204, -1156, 0.0040
37.6825, -19492, 26452, -16286, 0.0030
42.7296, -10972, 14752, -16451, 0.0040
-0.7900, 11284, 9372, -24325, 0.0040
-14.6646, -2372, 15036, -25252, 0.0030
-12.8639, 10300, 9680, -21318, 0.0040
-33.3084, 8104, 13008, -18952, 0.0040
-24.3751, 8420, 15096, -17802, 0.0030
-32.1988, 16608, 15152, -17143, 0.0040
-40.6889, 17736, 16808, 239, 0.0040
-46.0712, 19564, 11724, 7176, 0.0030
-40.2336, 11872, 16800, 13018, 0.0040
-20.4930, 4748, 13000, 21319, 0.0040
-10.0855, 4044, 15500, 25753, 0.0030
6.0674, -3532, 16292, 21649, 0.0040
19.1568, -3424, 16544, 19685, 0.0030
14.4959, -616, 12044, 21061, 0.0040
22.7923, -8208, 15228, 17955, 0.0030
38.3161, -8496, 12556, 17445, 0.0040
44.3764, -13716, 15884, 1341, 0.0040
54.8887, -26684, 18380, 8482, 0.0030
46.9706, -6384, 13336, -18821, 0.0040
37.8973, -16252, 20848, -20095, 0.0030
9.2876, 9144, 14956, -25393, 0.0040
-14.2656, 1704, 10948, -25737, 0.0040
-17.6617, 9736, 12236, -21693, 0.0030
-29.4610, 8500, 13292, -20659, 0.0040
-25.1324, 9744, 17060, -20173, 0.0040
-40.6200, 26984, 13248, -11424, 0.0040
-44.7220, 11456, 14364, 1309, 0.0030
-34.4537, 17428, 18012, 13263, 0.0040
-32.0245, 9816, 14396, 20076, 0.0040
-10.3925, 352, 22092, 23001, 0.0030
2.6242, 2260, 15412, 22985, 0.0040
11.6931, -4428, 14280, 22883, 0.0030
21.2825, -2656, 13752, 19831, 0.0040
23.1482, -5292, 13732, 17722, 0.0030
33.6996, -8076, 12888, 18554, 0.0040
44.1723, -16736, 18388, 5023, 0.0030
53.2767, -25552, 20840, 1308, 0.0040
42.1173, -4044, 10756, -16723, 0.0040
33.2372, -14636, 22048, -22170, 0.0030
14.4429, 3616, 11976, -22795, 0.0040
-3.9956, 624, 11920, -26690, 0.0040
-13.2393, 10308, 14444, -20448, 0.0030
-22.6202, 5988, 14852, -20046, 0.0040
-17.6989, 7312, 15288, -18963, 0.0040
-35.4298, 20804, 13180, -16816, 0.0030
-45.4606, 16196, 15556, -1259, 0.0040
-46.9699, 21068, 11572, 6003, 0.0040
-39.0376, 9528, 16116, 11681, 0.0030
-11.3598, 1800, 16148, 22468, 0.0040
-4.2594, 4804, 15804, 25987, 0.0040
4.1942, -2856, 15104, 22778, 0.0030
24.7595, -7032, 15464, 18331, 0.0040
22.8974, -1456, 11796, 20421, 0.0030
24.6438, -7060, 13292, 17359, 0.0040
47.2173, -16968, 13148, 18415, 0.0030
51.2942, -7240, 9756, 2358, 0.0040
40.1201, -12732, 21592, -7638, 0.0040
30.6574, -5404, 16624, -12603, 0.0030
22.3505, -4908, 19000, -26658, 0.0040
5.9487, 2776, 10848, -24118, 0.0040
-18.9701, 8716, 12164, -23643, 0.0030
-32.0437, 10388, 12108, -19908, 0.0040
-25.9118, 7352, 17108, -21167, 0.0040
-22.2644, 12292, 18548, -17722, 0.0030
-39.6283, 20996, 12972, -10918, 0.0040
-41.3297, 8192, 10740, 20, 0.0040
-26.5761, 11400, 20288, 9729, 0.0030
-26.7595, 10792, 13728, 15672, 0.0040
-20.1533, 5428, 18440, 22277, 0.0030
-0.2380, -440, 18932, 26565, 0.0040
12.7717, -2672, 15792, 22887, 0.0030
14.3126, -1184, 14792, 21134, 0.0040
18.8188, -4064, 12148, 21155, 0.0040
30.9789, -7456, 13376, 17514, 0.0030
46.8908, -15796, 13016, 14822, 0.0040
44.6207, -5020, 10868, 6628, 0.0040
37.3002, -15420, 20728, -14727, 0.0030
38.9429, -9736, 17864, -10437, 0.0040
3.8898, 8140, 12528, -25861, 0.0040
-2.3979, -4496, 15416, -24783, 0.0030
-6.7212, 10492, 11764, -23575, 0.0040
-31.5367, 7576, 11428, -17257, 0.0030
-24.8914, 8548, 15696, -19109, 0.0040
-25.1919, 12596, 18680, -17929, 0.0040
-39.1307, 20288, 13232, -4565, 0.0040
-49.8216, 15368, 10360, 4509, 0.0030
-38.1619, 11884, 17536, 13982, 0.0040
-24.0698, 7200, 13448, 19308, 0.0030
-10.7822, 2468, 17888, 24156, 0.0040
4.7997, -840, 17444, 22588, 0.0040
17.8759, -5172, 15412, 20899, 0.0030
18.5880, -960, 12936, 20490, 0.0040
21.8079, -6044, 12940, 18869, 0.0030
35.0336, -7572, 12724, 18464, 0.0040
41.6911, -13016, 16236, 2581, 0.0030
53.0978, -27892, 20364, 8594, 0.0040
38.5966, -1904, 10508, -16475, 0.0040
30.6339, -17860, 22340, -19639, 0.0030
12.9893, 5704, 12316, -22081, 0.0040
-6.7823, 120, 12920, -27010, 0.0040
-12.5276, 9840, 13288, -21537, 0.0030
-24.5893, 6400, 13796, -19318, 0.0040
-21.1525, 8416, 14836, -18851, 0.0040
-37.9337, 23840, 14520, -16625, 0.0030
-50.3177, 15632, 10976, 867, 0.0040
-49.9088, 19884, 12220, 9482, 0.0030
-36.2152, 9264, 17448, 15104, 0.0040
-15.3472, 4216, 13680, 21727, 0.0040
-6.3100, 2972, 16848, 25090, 0.0030
7.1196, -2544, 14816, 21310, 0.0040
18.7757, -3496, 14640, 19662, 0.0030
18.7626, -1876, 10928, 20507, 0.0040
23.3169, -5408, 13000, 17529, 0.0030
42.9344, -17204, 14956, 19762, 0.0040
24.2783, 2284, 8836, 5465, 0.0040
21.3517, -30492, 31788, -3091, 0.0030
19.2058, 4272, 12916, -10616, 0.0040
12.1075, -12144, 21004, -21910, 0.0030
5.1986, 9488, 15260, -18876, 0.0040
-23.3146, 5448, 10664, -14046, 0.0040
-19.8732, 7636, 16176, -12745, 0.0030
-16.7779, 6260, 16424, -14265, 0.0040
-25.5324, 13964, 15144, -12866, 0.0040
-48.2856, 29228, 12508, 1388, 0.0030
-37.2347, 6604, 16788, 16974, 0.0040
-32.8394, 17104, 10376, 24915, 0.0040
-18.4853, -1644, 12988, 23502, 0.0030
13.1560, -1200, 14728, 20505, 0.0040
16.0350, -2916, 12780, 21619, 0.0040
26.8445, -6068, 12200, 19856, 0.0030
28.5347, -4500, 15340, 17776, 0.0040
